"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)","Abs(sumDiff)"
42671.4283946759,730253,1.3,2,2829,1.227778E-03,276
42671.4284097222,730266,1.2,2,2830,1.188889E-03,494
42671.4284236111,730278,1.3,2,2831,1.227778E-03,624
42671.4284386574,730291,1.3,2,2832,1.227778E-03,372
42671.4284537037,730304,1.2,2,2833,1.188889E-03,536
42671.4284675926,730316,1.3,2,2834,1.227778E-03,439
42671.4284826389,730329,1.3,2,2835,1.227778E-03,343
42671.4284976852,730342,1.3,2,2836,1.227778E-03,403
42671.4285127315,730355,1.2,2,2837,1.188889E-03,480
42671.4285266204,730367,1.2,2,2838,1.188889E-03,480
42671.4285405093,730379,1.2,2,2839,1.188889E-03,394
42671.4285543981,730391,1.3,2,2840,1.227778E-03,594
42671.4285694444,730404,1.3,2,2841,1.227778E-03,516
42671.4285844907,730417,2.8,2,2842,1.811111E-03,407
42671.4286168981,730445,1,2,2843,1.111111E-03,288
42671.4286284722,730455,3,2,2844,1.888889E-03,260
42671.4286631944,730485,1.2,2,2845,1.188889E-03,249
42671.4286770833,730497,1.3,2,2846,1.227778E-03,519
42671.4286921296,730510,1.3,2,2847,1.227778E-03,677
42671.4287071759,730523,1.4,2,2848,1.266667E-03,320
42671.4287233796,730537,1.3,2,2849,1.227778E-03,478
42671.4287384259,730550,1.3,2,2850,1.227778E-03,376
42671.4287534722,730563,1.3,2,2851,1.227778E-03,457
42671.4287685185,730576,1.4,2,2852,1.266667E-03,478
42671.4287847222,730590,1.3,2,2853,1.227778E-03,415
42671.4287997685,730603,1.2,2,2854,1.188889E-03,269
42671.4288136574,730615,1.3,2,2855,1.227778E-03,571
42671.4288287037,730628,1.2,2,2856,1.188889E-03,484
42671.4288425926,730640,1.4,2,2857,1.266667E-03,678
42671.4288587963,730654,1.3,2,2858,1.227778E-03,245
42671.4288738426,730667,1.6,2,2859,1.344444E-03,435
42671.4288923611,730683,1.1,2,2860,.00115,242
42671.4289050926,730694,1.3,2,2861,1.227778E-03,305
42671.4289201389,730707,1.2,2,2862,1.188889E-03,317
42671.4289340278,730719,1.4,2,2863,1.266667E-03,433
42671.4289502315,730733,1.3,2,2864,1.227778E-03,292
42671.4289652778,730746,1.3,2,2865,1.227778E-03,449
42671.4289803241,730759,1.3,2,2866,1.227778E-03,347
42671.4289953704,730772,1.2,2,2867,1.188889E-03,285
42671.4290092593,730784,1.3,2,2868,1.227778E-03,541
42671.4290243056,730797,1.3,2,2869,1.227778E-03,377
42671.4290393519,730810,1.2,2,2870,1.188889E-03,486
42671.4290532407,730822,1.3,2,2871,1.227778E-03,614
42671.429068287,730835,1.3,2,2872,1.227778E-03,374
42671.4290833333,730848,1.3,2,2873,1.227778E-03,562
42671.4290983796,730861,1.2,2,2874,1.188889E-03,468
42671.4291122685,730873,1.4,2,2875,1.266667E-03,353
42671.4291284722,730887,1.2,2,2876,1.188889E-03,356
42671.4291423611,730899,1.3,2,2877,1.227778E-03,432
42671.4291574074,730912,1.3,2,2878,1.227778E-03,455
42671.4291724537,730925,1.2,2,2879,1.188889E-03,479
42671.4291863426,730937,1.2,2,2880,1.188889E-03,581
42671.4292002315,730949,1.3,2,2881,1.227778E-03,592
42671.4292152778,730962,1.2,2,2882,1.188889E-03,300
42671.4292291667,730974,1.2,2,2883,1.188889E-03,309
42671.4292430556,730986,1.2,2,2884,1.188889E-03,318
42671.4292569444,730998,1.4,2,2885,1.266667E-03,370
42671.4292731481,731012,1.1,2,2886,.00115,288
42671.4292858796,731023,1.2,2,2887,1.188889E-03,256
42671.4292997685,731035,1.3,2,2888,1.227778E-03,361
42671.4293148148,731048,1.2,2,2889,1.188889E-03,400
42671.4293287037,731060,1.3,2,2890,1.227778E-03,417
42671.42934375,731073,1.2,2,2891,1.188889E-03,225
42671.4293576389,731085,1.2,2,2892,1.188889E-03,421
42671.4293715278,731097,1.3,2,2893,1.227778E-03,444
42671.4293865741,731110,1.2,2,2894,1.188889E-03,447
42671.429400463,731122,1.2,2,2895,1.188889E-03,466
42671.4294143518,731134,1.3,2,2896,1.227778E-03,274
42671.4294293981,731147,1.2,2,2897,1.188889E-03,299
42671.429443287,731159,1.3,2,2898,1.227778E-03,229
42671.4294583333,731172,1.5,2,2899,1.305556E-03,392
42671.4294756944,731187,1.2,2,2900,1.188889E-03,296
42671.4294895833,731199,1.3,2,2901,1.227778E-03,480
42671.4295046296,731212,1.4,2,2902,1.266667E-03,349
42671.4295208333,731226,1.5,2,2903,1.305556E-03,249
42671.4295381944,731241,1.4,2,2904,1.266667E-03,332
42671.4295543982,731255,1.3,2,2905,1.227778E-03,486
42671.4295694444,731268,1.3,2,2906,1.227778E-03,298
42671.4295844907,731281,1.4,2,2907,1.266667E-03,285
42671.4296006944,731295,1.2,2,2908,1.188889E-03,332
42671.4296145833,731307,1.5,2,2909,1.305556E-03,352
42671.4296319444,731322,2.7,2,2910,1.772222E-03,409
42671.4296631944,731349,1.2,2,2911,1.188889E-03,209
42671.4296770833,731361,1.3,2,2912,1.227778E-03,330
42671.4296921296,731374,1.3,2,2913,1.227778E-03,307
42671.4297071759,731387,1.3,2,2914,1.227778E-03,336
42671.4297222222,731400,1.3,2,2915,1.227778E-03,379
42671.4297372685,731413,1.3,2,2916,1.227778E-03,337
42671.4297523148,731426,1.4,2,2917,1.266667E-03,210
42671.4297685185,731440,1.4,2,2918,1.266667E-03,316
42671.4297847222,731454,1.3,2,2919,1.227778E-03,281
42671.4297997685,731467,1.5,2,2920,1.305556E-03,348
42671.4298171296,731482,6.5,1,2920,2.527778E-03,292
42671.4298923611,731547,1.3,2,2921,1.227778E-03,379
42671.4299074074,731560,1.3,2,2922,1.227778E-03,412
42671.4299224537,731573,1.2,2,2923,1.188889E-03,430
42671.4299363426,731585,1.2,2,2924,1.188889E-03,310
42671.4299502315,731597,1.1,2,2925,.00115,273
42671.429962963,731608,1.3,2,2926,1.227778E-03,369
42671.4299780093,731621,1.1,2,2927,.00115,325
42671.4299907407,731632,1.3,2,2928,1.227778E-03,310
42671.430005787,731645,1.2,2,2929,1.188889E-03,498
42671.4300196759,731657,1.2,2,2930,1.188889E-03,355
42671.4300335648,731669,1.2,2,2931,1.188889E-03,372
42671.4300474537,731681,1.2,2,2932,1.188889E-03,291
42671.4300613426,731693,1.2,2,2933,1.188889E-03,276
42671.4300752315,731705,1.7,2,2934,1.383333E-03,460
42671.4300949074,731722,5.3,2,2935,2.783333E-03,539
42671.43015625,731775,2.8,2,2936,1.811111E-03,106
42671.4301886574,731803,128.3,1,2936,4.989444E-02,1328
42671.4316736111,733086,1.1,2,2937,.00115,244
42671.4316863426,733097,1.8,2,2938,1.422222E-03,251
42671.4317071759,733115,137.7,1,2938,.05355,2014
42671.4333009259,734492,4.8,2,2939,2.588889E-03,97
42671.4333564815,734540,180,1,2939,.07,2122
42671.4354398148,736340,1.6,2,2940,1.344444E-03,406
42671.4354583333,736356,1.4,2,2941,1.266667E-03,313
42671.435474537,736370,1.3,2,2942,1.227778E-03,367
42671.4354895833,736383,1.2,2,2943,1.188889E-03,315
42671.4355034722,736395,1.2,2,2944,1.188889E-03,563
42671.4355173611,736407,1.2,2,2945,1.188889E-03,433
42671.43553125,736419,1.2,2,2946,1.188889E-03,598
42671.4355451389,736431,1.2,2,2947,1.188889E-03,516
42671.4355590278,736443,1.3,2,2948,1.227778E-03,456
42671.4355740741,736456,1.2,2,2949,1.188889E-03,546
42671.435587963,736468,1.2,2,2950,1.188889E-03,264
42671.4356018519,736480,1.4,2,2951,1.266667E-03,416
42671.4356180556,736494,1.2,2,2952,1.188889E-03,253
42671.4356319444,736506,1.4,2,2953,1.266667E-03,438
42671.4356481481,736520,1.2,2,2954,1.188889E-03,304
42671.435662037,736532,1.2,2,2955,1.188889E-03,357
42671.4356759259,736544,1.3,2,2956,1.227778E-03,471
42671.4356909722,736557,1.2,2,2957,1.188889E-03,256
42671.4357048611,736569,1.2,2,2958,1.188889E-03,362
42671.43571875,736581,1.3,2,2959,1.227778E-03,243
42671.4357337963,736594,1.3,2,2960,1.227778E-03,346
42671.4357488426,736607,1.3,2,2961,1.227778E-03,292
42671.4357638889,736620,1.3,2,2962,1.227778E-03,262
42671.4357789352,736633,1.3,2,2963,1.227778E-03,343
42671.4357939815,736646,1.4,2,2964,1.266667E-03,381
42671.4358101852,736660,1.1,2,2965,.00115,322
42671.4358229167,736671,1.3,2,2966,1.227778E-03,331
42671.435837963,736684,1.3,2,2967,1.227778E-03,200
42671.4358530093,736697,1.2,2,2968,1.188889E-03,309
42671.4358668981,736709,1.4,2,2969,1.266667E-03,487
42671.4358831019,736723,1.4,2,2970,1.266667E-03,316
42671.4358993056,736737,1.3,2,2971,1.227778E-03,253
42671.4359143519,736750,1.2,2,2972,1.188889E-03,365
42671.4359282407,736762,1.2,2,2973,1.188889E-03,338
42671.4359421296,736774,1.4,2,2974,1.266667E-03,561
42671.4359583333,736788,1.3,2,2975,1.227778E-03,320
42671.4359733796,736801,1.2,2,2976,1.188889E-03,402
42671.4359872685,736813,1.5,2,2977,1.305556E-03,295
42671.4360046296,736828,1.3,2,2978,1.227778E-03,227
42671.4360196759,736841,1.3,2,2979,1.227778E-03,309
42671.4360347222,736854,1.3,2,2980,1.227778E-03,440
42671.4360497685,736867,1.3,2,2981,1.227778E-03,337
42671.4360648148,736880,1.2,2,2982,1.188889E-03,316
42671.4360787037,736892,1.3,2,2983,1.227778E-03,368
42671.43609375,736905,1.3,2,2984,1.227778E-03,273
42671.4361087963,736918,1.3,2,2985,1.227778E-03,373
42671.4361238426,736931,1.2,2,2986,1.188889E-03,281
42671.4361377315,736943,1.4,2,2987,1.266667E-03,311
42671.4361539352,736957,1.3,2,2988,1.227778E-03,356
42671.4361689815,736970,1.2,2,2989,1.188889E-03,375
42671.4361828704,736982,1.3,2,2990,1.227778E-03,322
42671.4361979167,736995,1.3,2,2991,1.227778E-03,338
42671.436212963,737008,1.3,2,2992,1.227778E-03,324
42671.4362280093,737021,4,2,2993,2.277778E-03,306
42671.4362743056,737061,1.7,2,2994,1.383333E-03,302
42671.4362939815,737078,2.2,2,2995,1.577778E-03,773
42671.4363194444,737100,1.3,2,2996,1.227778E-03,305
42671.4363344907,737113,1.2,2,2997,1.188889E-03,427
42671.4363483796,737125,1.5,2,2998,1.305556E-03,359
42671.4363657407,737140,1.4,2,2999,1.266667E-03,337
42671.4363819444,737154,1.3,2,3000,1.227778E-03,335
42671.4363969907,737167,1.3,2,3001,1.227778E-03,320
42671.436412037,737180,1.3,2,3002,1.227778E-03,450
42671.4364270833,737193,1.3,2,3003,1.227778E-03,544
42671.4364421296,737206,1.5,2,3004,1.305556E-03,393
42671.4364594907,737221,1.2,2,3005,1.188889E-03,249
42671.4364733796,737233,1.3,2,3006,1.227778E-03,418
42671.4364884259,737246,1.3,2,3007,1.227778E-03,375
42671.4365034722,737259,1.3,2,3008,1.227778E-03,382
42671.4365185185,737272,1.2,2,3009,1.188889E-03,389
42671.4365324074,737284,1.3,2,3010,1.227778E-03,569
42671.4365474537,737297,1.4,2,3011,1.266667E-03,335
42671.4365636574,737311,1.2,2,3012,1.188889E-03,352
42671.4365775463,737323,1.2,2,3013,1.188889E-03,437
42671.4365914352,737335,1.4,2,3014,1.266667E-03,505
42671.4366076389,737349,1.3,2,3015,1.227778E-03,362
42671.4366226852,737362,1.3,2,3016,1.227778E-03,607
42671.4366377315,737375,1.3,2,3017,1.227778E-03,264
42671.4366527778,737388,1.3,2,3018,1.227778E-03,557
42671.4366678241,737401,1.4,2,3019,1.266667E-03,531
42671.4366840278,737415,1.2,2,3020,1.188889E-03,267
42671.4366979167,737427,1.2,2,3021,1.188889E-03,570
42671.4367118056,737439,1.3,2,3022,1.227778E-03,348
42671.4367268519,737452,1.3,2,3023,1.227778E-03,277
42671.4367418981,737465,1.2,2,3024,1.188889E-03,503
42671.436755787,737477,1.2,2,3025,1.188889E-03,540
42671.4367696759,737489,1.2,2,3026,1.188889E-03,581
42671.4367835648,737501,1.2,2,3027,1.188889E-03,431
42671.4367974537,737513,1.2,2,3028,1.188889E-03,632
42671.4368113426,737525,1.1,2,3029,.00115,384
42671.4368240741,737536,1.3,2,3030,1.227778E-03,406
42671.4368391204,737549,1.2,2,3031,1.188889E-03,301
42671.4368530093,737561,11,1,3031,4.277778E-03,567
42671.4369803241,737671,1.6,2,3032,1.344444E-03,207
42671.4369988426,737687,1.5,2,3033,1.305556E-03,271
42671.4370162037,737702,1.2,2,3034,1.188889E-03,400
42671.4370300926,737714,1.2,2,3035,1.188889E-03,460
42671.4370439815,737726,1.3,2,3036,1.227778E-03,455
42671.4370590278,737739,1.3,2,3037,1.227778E-03,387
42671.4370740741,737752,1.2,2,3038,1.188889E-03,338
42671.437087963,737764,1.3,2,3039,1.227778E-03,578
42671.4371030093,737777,1.2,2,3040,1.188889E-03,344
42671.4371168981,737789,1.2,2,3041,1.188889E-03,357
42671.437130787,737801,1.2,2,3042,1.188889E-03,397
42671.4371446759,737813,1.2,2,3043,1.188889E-03,374
42671.4371585648,737825,1.2,2,3044,1.188889E-03,449
42671.4371724537,737837,1.2,2,3045,1.188889E-03,508
42671.4371863426,737849,1.3,2,3046,1.227778E-03,555
42671.4372013889,737862,1.2,2,3047,1.188889E-03,337
42671.4372152778,737874,1.2,2,3048,1.188889E-03,442
42671.4372291667,737886,1.1,2,3049,.00115,331
42671.4372418981,737897,3.4,2,3050,2.044444E-03,295
42671.43728125,737931,14.7,1,3050,5.716667E-03,211
42671.4374513889,738078,1.7,2,3051,1.383333E-03,295
42671.4374710648,738095,1.3,2,3052,1.227778E-03,390
42671.4374861111,738108,1.1,2,3053,.00115,246
42671.4374988426,738119,1.3,2,3054,1.227778E-03,294
42671.4375138889,738132,1.2,2,3055,1.188889E-03,405
42671.4375277778,738144,1.2,2,3056,1.188889E-03,399
42671.4375416667,738156,1.2,2,3057,1.188889E-03,565
42671.4375555556,738168,1.2,2,3058,1.188889E-03,343
42671.4375694444,738180,1.3,2,3059,1.227778E-03,391
42671.4375844907,738193,1.2,2,3060,1.188889E-03,535
42671.4375983796,738205,1.4,2,3061,1.266667E-03,509
42671.4376145833,738219,1.4,2,3062,1.266667E-03,590
42671.437630787,738233,1,2,3063,1.111111E-03,499
42671.4376423611,738243,1,2,3064,1.111111E-03,290
42671.4376539352,738253,4,2,3065,2.277778E-03,334
42671.4377002315,738293,5.9,2,3066,3.016667E-03,291
42671.4377685185,738352,1.3,2,3067,1.227778E-03,544
42671.4377835648,738365,1.2,2,3068,1.188889E-03,251
42671.4377974537,738377,1.3,2,3069,1.227778E-03,521
42671.4378125,738390,1.2,2,3070,1.188889E-03,314
42671.4378263889,738402,1.2,2,3071,1.188889E-03,368
42671.4378402778,738414,1.4,2,3072,1.266667E-03,503
42671.4378564815,738428,1.3,2,3073,1.227778E-03,395
42671.4378715278,738441,1.3,2,3074,1.227778E-03,363
42671.4378865741,738454,1.4,2,3075,1.266667E-03,308
42671.4379027778,738468,1.4,2,3076,1.266667E-03,409
42671.4379189815,738482,1.2,2,3077,1.188889E-03,255
42671.4379328704,738494,1.3,2,3078,1.227778E-03,455
42671.4379479167,738507,1.3,2,3079,1.227778E-03,509
42671.437962963,738520,1.2,2,3080,1.188889E-03,355
42671.4379768518,738532,1.3,2,3081,1.227778E-03,605
42671.4379918982,738545,1.3,2,3082,1.227778E-03,547
42671.4380069444,738558,1.3,2,3083,1.227778E-03,477
42671.4380219907,738571,1.2,2,3084,1.188889E-03,469
42671.4380358796,738583,1.3,2,3085,1.227778E-03,516
42671.4380509259,738596,1.4,2,3086,1.266667E-03,392
42671.4380671296,738610,3.2,2,3087,1.966667E-03,605
42671.4381041667,738642,1.2,2,3088,1.188889E-03,378
42671.4381180556,738654,1.2,2,3089,1.188889E-03,192
42671.4381319444,738666,1.4,2,3090,1.266667E-03,552
42671.4381481481,738680,1.3,2,3091,1.227778E-03,653
42671.4381631944,738693,7.6,1,3091,2.955555E-03,736
42671.4382511574,738769,1.3,2,3092,1.227778E-03,493
42671.4382662037,738782,1.2,2,3093,1.188889E-03,308
42671.4382800926,738794,1.2,2,3094,1.188889E-03,268
42671.4382939815,738806,1.4,2,3095,1.266667E-03,367
42671.4383101852,738820,1.4,2,3096,1.266667E-03,369
42671.4383263889,738834,1.6,2,3097,1.344444E-03,180
42671.4383449074,738850,1.5,2,3098,1.305556E-03,380
42671.4383622685,738865,1.3,2,3099,1.227778E-03,398
42671.4383773148,738878,1.4,2,3100,1.266667E-03,326
42671.4383935185,738892,2.8,2,3101,1.811111E-03,782
42671.4384259259,738920,1.3,2,3102,1.227778E-03,267
42671.4384409722,738933,1.4,2,3103,1.266667E-03,490
42671.4384571759,738947,1.5,2,3104,1.305556E-03,338
42671.438474537,738962,1.3,2,3105,1.227778E-03,357
42671.4384895833,738975,1.4,2,3106,1.266667E-03,294
42671.438505787,738989,1.3,2,3107,1.227778E-03,301
42671.4385208333,739002,1.2,2,3108,1.188889E-03,359
42671.4385347222,739014,1.3,2,3109,1.227778E-03,481
42671.4385497685,739027,1.2,2,3110,1.188889E-03,203
42671.4385636574,739039,1.3,2,3111,1.227778E-03,317
42671.4385787037,739052,1.2,2,3112,1.188889E-03,287
42671.4385925926,739064,1.2,2,3113,1.188889E-03,382
42671.4386064815,739076,1.2,2,3114,1.188889E-03,351
42671.4386203704,739088,1.2,2,3115,1.188889E-03,399
42671.4386342593,739100,1.3,2,3116,1.227778E-03,592
42671.4386493056,739113,1.2,2,3117,1.188889E-03,317
42671.4386631944,739125,1.3,2,3118,1.227778E-03,506
42671.4386782407,739138,2,2,3119,.0015,564
42671.4387013889,739158,.7,2,3120,9.944445E-04,80
42671.4387094907,739165,1.2,2,3121,1.188889E-03,428
42671.4387233796,739177,1.2,2,3122,1.188889E-03,317
42671.4387372685,739189,3.4,2,3123,2.044444E-03,474
42671.4387766204,739223,1.4,2,3124,1.266667E-03,265
42671.4387928241,739237,1.4,2,3125,1.266667E-03,203
42671.4388090278,739251,1.1,2,3126,.00115,297
42671.4388217593,739262,1.3,2,3127,1.227778E-03,444
42671.4388368056,739275,1.3,2,3128,1.227778E-03,290
42671.4388518519,739288,1.3,2,3129,1.227778E-03,578
42671.4388668981,739301,1.2,2,3130,1.188889E-03,560
42671.438880787,739313,1.4,2,3131,1.266667E-03,500
42671.4388969907,739327,1.4,2,3132,1.266667E-03,476
42671.4389131944,739341,1.3,2,3133,1.227778E-03,447
42671.4389282407,739354,1.2,2,3134,1.188889E-03,306
42671.4389421296,739366,1.2,2,3135,1.188889E-03,278
42671.4389560185,739378,1.2,2,3136,1.188889E-03,412
42671.4389699074,739390,1.3,2,3137,1.227778E-03,545
42671.4389849537,739403,1.3,2,3138,1.227778E-03,557
42671.439,739416,1.3,2,3139,1.227778E-03,312
42671.4390150463,739429,1.3,2,3140,1.227778E-03,580
42671.4390300926,739442,1.1,2,3141,.00115,308
42671.4390428241,739453,1.3,2,3142,1.227778E-03,351
42671.4390578704,739466,1.3,2,3143,1.227778E-03,674
42671.4390729167,739479,1.2,2,3144,1.188889E-03,421
42671.4390868056,739491,1.3,2,3145,1.227778E-03,444
42671.4391018519,739504,1.4,2,3146,1.266667E-03,298
42671.4391180556,739518,1.3,2,3147,1.227778E-03,293
42671.4391331018,739531,1.2,2,3148,1.188889E-03,335
42671.4391469907,739543,1.3,2,3149,1.227778E-03,340
42671.439162037,739556,1.3,2,3150,1.227778E-03,403
42671.4391770833,739569,1.2,2,3151,1.188889E-03,444
42671.4391909722,739581,1.3,2,3152,1.227778E-03,409
42671.4392060185,739594,1.1,2,3153,.00115,320
42671.43921875,739605,1.3,2,3154,1.227778E-03,620
42671.4392337963,739618,1.3,2,3155,1.227778E-03,618
42671.4392488426,739631,1.3,2,3156,1.227778E-03,319
42671.4392638889,739644,1.3,2,3157,1.227778E-03,481
42671.4392789352,739657,1.4,2,3158,1.266667E-03,452
42671.4392951389,739671,1.3,2,3159,1.227778E-03,323
42671.4393101852,739684,1.4,2,3160,1.266667E-03,612
42671.4393263889,739698,1.3,2,3161,1.227778E-03,292
42671.4393414352,739711,1.3,2,3162,1.227778E-03,377
42671.4393564815,739724,1.2,2,3163,1.188889E-03,366
42671.4393703704,739736,1.4,2,3164,1.266667E-03,291
42671.4393865741,739750,1.3,2,3165,1.227778E-03,587
42671.4394016204,739763,1.3,2,3166,1.227778E-03,428
42671.4394166667,739776,1.3,2,3167,1.227778E-03,424
42671.439431713,739789,1.4,2,3168,1.266667E-03,296
42671.4394479167,739803,1.3,2,3169,1.227778E-03,331
42671.439462963,739816,1.4,2,3170,1.266667E-03,513
42671.4394791667,739830,1.4,2,3171,1.266667E-03,247
42671.4394953704,739844,1.5,2,3172,1.305556E-03,325
42671.4395127315,739859,1.2,2,3173,1.188889E-03,243
42671.4395266204,739871,1.4,2,3174,1.266667E-03,299
42671.4395428241,739885,1.4,2,3175,1.266667E-03,466
42671.4395590278,739899,1.3,2,3176,1.227778E-03,299
42671.4395740741,739912,1.3,2,3177,1.227778E-03,418
42671.4395891204,739925,1.3,2,3178,1.227778E-03,287
42671.4396041667,739938,1.3,2,3179,1.227778E-03,448
42671.439619213,739951,1.3,2,3180,1.227778E-03,583
42671.4396342593,739964,1.3,2,3181,1.227778E-03,292
42671.4396493056,739977,1.3,2,3182,1.227778E-03,486
42671.4396643518,739990,1.3,2,3183,1.227778E-03,362
42671.4396793982,740003,1.5,2,3184,1.305556E-03,381
42671.4396967593,740018,1.2,2,3185,1.188889E-03,383
42671.4397106481,740030,2,2,3186,.0015,537
42671.4397337963,740050,1,2,3187,1.111111E-03,164
42671.4397453704,740060,1.3,2,3188,1.227778E-03,302
42671.4397604167,740073,1.3,2,3189,1.227778E-03,479
42671.439775463,740086,3.4,2,3190,2.044444E-03,369
42671.4398148148,740120,99.5,1,3190,3.869445E-02,868
42671.4409664352,741115,1.6,2,3191,1.344444E-03,168
42671.4409849537,741131,1.2,2,3192,1.188889E-03,351
42671.4409988426,741143,1.4,2,3193,1.266667E-03,494
42671.4410150463,741157,1.4,2,3194,1.266667E-03,585
42671.44103125,741171,1.6,2,3195,1.344444E-03,342
42671.4410497685,741187,1.5,2,3196,1.305556E-03,461
42671.4410671296,741202,1.3,2,3197,1.227778E-03,310
42671.4410821759,741215,1.2,2,3198,1.188889E-03,305
42671.4410960648,741227,1.3,2,3199,1.227778E-03,485
42671.4411111111,741240,2.6,2,3200,1.733333E-03,548
42671.4411412037,741266,2.2,2,3201,1.577778E-03,407
42671.4411666667,741288,1.4,2,3202,1.266667E-03,385
42671.4411828704,741302,1.4,2,3203,1.266667E-03,340
42671.4411990741,741316,1.5,2,3204,1.305556E-03,428
42671.4412164352,741331,1.3,2,3205,1.227778E-03,400
42671.4412314815,741344,1.9,2,3206,1.461111E-03,634
42671.4412534722,741363,1.6,2,3207,1.344444E-03,343
42671.4412719907,741379,.8,2,3208,1.033333E-03,182
42671.44128125,741387,1.3,2,3209,1.227778E-03,281
42671.4412962963,741400,1.5,2,3210,1.305556E-03,288
42671.4413136574,741415,1.3,2,3211,1.227778E-03,536
42671.4413287037,741428,1.6,2,3212,1.344444E-03,438
42671.4413472222,741444,1.4,2,3213,1.266667E-03,280
42671.4413634259,741458,1.4,2,3214,1.266667E-03,291
42671.4413796296,741472,1.4,2,3215,1.266667E-03,485
42671.4413958333,741486,1.4,2,3216,1.266667E-03,339
42671.441412037,741500,1.4,2,3217,1.266667E-03,463
42671.4414282407,741514,1.3,2,3218,1.227778E-03,232
42671.441443287,741527,1.4,2,3219,1.266667E-03,374
42671.4414594907,741541,1.4,2,3220,1.266667E-03,434
42671.4414756944,741555,1.5,2,3221,1.305556E-03,512
42671.4414930556,741570,1.4,2,3222,1.266667E-03,317
42671.4415092593,741584,1.6,2,3223,1.344444E-03,354
42671.4415277778,741600,1.3,2,3224,1.227778E-03,277
42671.4415428241,741613,1.6,2,3225,1.344444E-03,418
42671.4415613426,741629,1.4,2,3226,1.266667E-03,302
42671.4415775463,741643,1.6,2,3227,1.344444E-03,405
42671.4415960648,741659,1.5,2,3228,1.305556E-03,387
42671.4416134259,741674,68.7,1,3228,2.671666E-02,1107
42671.4424085648,742361,1.5,2,3229,1.305556E-03,333
42671.4424259259,742376,1,2,3230,1.111111E-03,293
42671.4424375,742386,1.3,2,3231,1.227778E-03,548
42671.4424525463,742399,1.4,2,3232,1.266667E-03,637
42671.44246875,742413,1,2,3233,1.111111E-03,349
42671.4424803241,742423,1.3,2,3234,1.227778E-03,517
42671.4424953704,742436,2.6,2,3235,1.733333E-03,870
42671.442525463,742462,1.3,2,3236,1.227778E-03,347
42671.4425405093,742475,1.3,2,3237,1.227778E-03,574
42671.4425555556,742488,1.2,2,3238,1.188889E-03,503
42671.4425694444,742500,1.3,2,3239,1.227778E-03,502
42671.4425844907,742513,1.2,2,3240,1.188889E-03,383
42671.4425983796,742525,1.3,2,3241,1.227778E-03,451
42671.4426134259,742538,1.2,2,3242,1.188889E-03,483
42671.4426273148,742550,1.3,2,3243,1.227778E-03,484
42671.4426423611,742563,1.2,2,3244,1.188889E-03,396
42671.44265625,742575,1.3,2,3245,1.227778E-03,511
42671.4426712963,742588,1.3,2,3246,1.227778E-03,402
42671.4426863426,742601,1.3,2,3247,1.227778E-03,375
42671.4427013889,742614,1.5,2,3248,1.305556E-03,522
42671.44271875,742629,1,2,3249,1.111111E-03,410
42671.4427303241,742639,1.2,2,3250,1.188889E-03,616
42671.442744213,742651,1.3,2,3251,1.227778E-03,433
42671.4427592593,742664,1.4,2,3252,1.266667E-03,511
42671.442775463,742678,1.3,2,3253,1.227778E-03,404
42671.4427905093,742691,1.2,2,3254,1.188889E-03,324
42671.4428043981,742703,1.3,2,3255,1.227778E-03,356
42671.4428194444,742716,1.2,2,3256,1.188889E-03,389
42671.4428333333,742728,1.2,2,3257,1.188889E-03,608
42671.4428472222,742740,1.3,2,3258,1.227778E-03,306
42671.4428622685,742753,1.2,2,3259,1.188889E-03,449
42671.4428761574,742765,1.2,2,3260,1.188889E-03,616
42671.4428900463,742777,1.2,2,3261,1.188889E-03,441
42671.4429039352,742789,1.3,2,3262,1.227778E-03,400
42671.4429189815,742802,1.1,2,3263,.00115,433
42671.442931713,742813,1.4,2,3264,1.266667E-03,637
42671.4429479167,742827,2.2,2,3265,1.577778E-03,877
42671.4429733796,742849,1.2,2,3266,1.188889E-03,354
42671.4429872685,742861,1.3,2,3267,1.227778E-03,375
42671.4430023148,742874,1.2,2,3268,1.188889E-03,622
42671.4430162037,742886,1.4,2,3269,1.266667E-03,358
42671.4430324074,742900,1.3,2,3270,1.227778E-03,510
42671.4430474537,742913,1.2,2,3271,1.188889E-03,355
42671.4430613426,742925,8.5,1,3271,3.305556E-03,352
42671.4431597222,743010,1.4,2,3272,1.266667E-03,378
42671.4431759259,743024,1.3,2,3273,1.227778E-03,457
42671.4431909722,743037,1.3,2,3274,1.227778E-03,500
42671.4432060185,743050,1.3,2,3275,1.227778E-03,511
42671.4432210648,743063,1.2,2,3276,1.188889E-03,581
42671.4432349537,743075,1.4,2,3277,1.266667E-03,502
42671.4432511574,743089,1.2,2,3278,1.188889E-03,563
42671.4432650463,743101,1.2,2,3279,1.188889E-03,289
42671.4432789352,743113,1.4,2,3280,1.266667E-03,453
42671.4432951389,743127,1.1,2,3281,.00115,399
42671.4433078704,743138,1.3,2,3282,1.227778E-03,561
42671.4433229167,743151,1.4,2,3283,1.266667E-03,510
42671.4433391204,743165,1.2,2,3284,1.188889E-03,371
42671.4433530093,743177,1.3,2,3285,1.227778E-03,387
42671.4433680556,743190,1.3,2,3286,1.227778E-03,270
