"Time","DataCount (samples)","Interval (s)","ActivityCode (0=sedentary, 1= standing, 2=stepping)","CumulativeStepCount","Activity Score (MET.h)","Abs(sumDiff)"
42446.3123657407,1493994,1.2,2,3987,1.188889E-03,541
42446.3123796296,1494006,1.2,2,3988,1.188889E-03,350
42446.3123935185,1494018,1.1,2,3989,.00115,277
42446.31240625,1494029,1.1,2,3990,.00115,325
42446.3124189815,1494040,1.2,2,3991,1.188889E-03,519
42446.3124328704,1494052,1.1,2,3992,.00115,376
42446.3124456019,1494063,1.2,2,3993,1.188889E-03,445
42446.3124594907,1494075,1.2,2,3994,1.188889E-03,504
42446.3124733796,1494087,1.2,2,3995,1.188889E-03,310
42446.3124872685,1494099,1.2,2,3996,1.188889E-03,460
42446.3125011574,1494111,1.3,2,3997,1.227778E-03,430
42446.3125162037,1494124,1.2,2,3998,1.188889E-03,408
42446.3125300926,1494136,1.3,2,3999,1.227778E-03,344
42446.3125451389,1494149,1.2,2,4000,1.188889E-03,459
42446.3125590278,1494161,1.4,2,4001,1.266667E-03,267
42446.3125752315,1494175,1.2,2,4002,1.188889E-03,483
42446.3125891204,1494187,1.2,2,4003,1.188889E-03,352
42446.3126030093,1494199,1.2,2,4004,1.188889E-03,320
42446.3126168981,1494211,1.3,2,4005,1.227778E-03,437
42446.3126319444,1494224,1.2,2,4006,1.188889E-03,371
42446.3126458333,1494236,1.3,2,4007,1.227778E-03,393
42446.3126608796,1494249,1.3,2,4008,1.227778E-03,390
42446.3126759259,1494262,1.2,2,4009,1.188889E-03,355
42446.3126898148,1494274,1.4,2,4010,1.266667E-03,460
42446.3127060185,1494288,1.3,2,4011,1.227778E-03,311
42446.3127210648,1494301,1.4,2,4012,1.266667E-03,392
42446.3127372685,1494315,1.3,2,4013,1.227778E-03,372
42446.3127523148,1494328,1.2,2,4014,1.188889E-03,414
42446.3127662037,1494340,1.2,2,4015,1.188889E-03,381
42446.3127800926,1494352,1.4,2,4016,1.266667E-03,406
42446.3127962963,1494366,2,2,4017,.0015,583
42446.3128194444,1494386,1.4,2,4018,1.266667E-03,458
42446.3128356481,1494400,1.1,2,4019,.00115,335
42446.3128483796,1494411,1.2,2,4020,1.188889E-03,265
42446.3128622685,1494423,1.3,2,4021,1.227778E-03,499
42446.3128773148,1494436,1.2,2,4022,1.188889E-03,448
42446.3128912037,1494448,1.3,2,4023,1.227778E-03,379
42446.31290625,1494461,1.2,2,4024,1.188889E-03,355
42446.3129201389,1494473,1.2,2,4025,1.188889E-03,408
42446.3129340278,1494485,1.2,2,4026,1.188889E-03,314
42446.3129479167,1494497,3,2,4027,1.888889E-03,458
42446.3129826389,1494527,5.5,2,4028,2.861111E-03,230
42446.3130462963,1494582,6.5,1,4028,2.527778E-03,445
42446.3131215278,1494647,1.3,2,4029,1.227778E-03,337
42446.3131365741,1494660,3,2,4030,1.888889E-03,404
42446.3131712963,1494690,15.6,1,4030,6.066667E-03,1281
42446.3133518519,1494846,1.1,2,4031,.00115,205
42446.3133645833,1494857,1.4,2,4032,1.266667E-03,435
42446.313380787,1494871,1.1,2,4033,.00115,314
42446.3133935185,1494882,1.2,2,4034,1.188889E-03,326
42446.3134074074,1494894,1.2,2,4035,1.188889E-03,285
42446.3134212963,1494906,3.3,2,4036,2.005555E-03,355
42446.3134594907,1494939,1.4,2,4037,1.266667E-03,265
42446.3134756944,1494953,70.9,1,4037,2.757222E-02,583
42446.3142962963,1495662,3.8,2,4038,.0022,584
42446.3143402778,1495700,5.2,2,4039,2.744444E-03,449
42446.314400463,1495752,1.1,2,4040,.00115,213
42446.3144131944,1495763,1.2,2,4041,1.188889E-03,297
42446.3144270833,1495775,1.3,2,4042,1.227778E-03,333
42446.3144421296,1495788,1.2,2,4043,1.188889E-03,267
42446.3144560185,1495800,1.4,2,4044,1.266667E-03,254
42446.3144722222,1495814,1.2,2,4045,1.188889E-03,209
42446.3144861111,1495826,1.5,2,4046,1.305556E-03,302
42446.3145034722,1495841,5,2,4047,2.666667E-03,387
42446.3145613426,1495891,1.1,2,4048,.00115,121
42446.3145740741,1495902,1.8,2,4049,1.422222E-03,318
42446.3145949074,1495920,1,2,4050,1.111111E-03,87
42446.3146064815,1495930,15.1,1,4050,5.872222E-03,483
42446.31478125,1496081,1.5,2,4051,1.305556E-03,140
42446.3147986111,1496096,20,1,4051,7.777778E-03,195
42446.3150300926,1496296,1.4,2,4052,1.266667E-03,220
42446.3150462963,1496310,2.1,2,4053,1.538889E-03,473
42446.3150706019,1496331,1.6,2,4054,1.344444E-03,225
42446.3150891204,1496347,2.5,2,4055,1.694444E-03,146
42446.3151180556,1496372,1.2,2,4056,1.188889E-03,190
42446.3151319444,1496384,1.2,2,4057,1.188889E-03,145
42446.3151458333,1496396,7.4,1,4057,2.877778E-03,497
42446.3152314815,1496470,5.2,2,4058,2.744444E-03,512
42446.3152916667,1496522,.8,2,4059,1.033333E-03,129
42446.3153009259,1496530,64.7,1,4059,2.516111E-02,1672
42446.3160497685,1497177,2.6,2,4060,1.733333E-03,418
42446.3160798611,1497203,8.4,1,4060,3.266667E-03,770
42446.3161770833,1497287,2.8,2,4061,1.811111E-03,391
42446.3162094907,1497315,1,2,4062,1.111111E-03,280
42446.3162210648,1497325,1.3,2,4063,1.227778E-03,320
42446.3162361111,1497338,1.2,2,4064,1.188889E-03,355
42446.31625,1497350,1.2,2,4065,1.188889E-03,294
42446.3162638889,1497362,1.2,2,4066,1.188889E-03,291
42446.3162777778,1497374,2,2,4067,.0015,214
42446.3163009259,1497394,1.4,2,4068,1.266667E-03,216
42446.3163171296,1497408,23.6,1,4068,9.177778E-03,1450
42446.3165902778,1497644,1.3,2,4069,1.227778E-03,401
42446.3166053241,1497657,.9,2,4070,1.072222E-03,285
42446.3166157407,1497666,1.1,2,4071,.00115,337
42446.3166284722,1497677,1.2,2,4072,1.188889E-03,300
42446.3166423611,1497689,1.2,2,4073,1.188889E-03,438
42446.31665625,1497701,1.4,2,4074,1.266667E-03,214
42446.3166724537,1497715,1.3,2,4075,1.227778E-03,176
42446.3166875,1497728,7.8,1,4075,3.033333E-03,527
42446.3167777778,1497806,2.3,2,4076,1.616667E-03,192
42446.3168043982,1497829,292.7,1,4076,.1138278,4831
42446.3201921296,1500756,1.6,2,4077,1.344444E-03,249
42446.3202106481,1500772,1.3,2,4078,1.227778E-03,155
42446.3202256945,1500785,5.8,2,4079,2.977778E-03,472
42446.3202928241,1500843,204.9,1,4079,7.968333E-02,3828
42446.3226643519,1502892,1.2,2,4080,1.188889E-03,240
42446.3226782407,1502904,79.3,1,4080,3.083889E-02,2296
42446.3235960648,1503697,5.5,2,4081,2.861111E-03,279
42446.3236597222,1503752,1.2,2,4082,1.188889E-03,97
42446.3236736111,1503764,2.7,2,4083,1.772222E-03,156
42446.3237048611,1503791,7.3,1,4083,2.838889E-03,255
42446.3237893519,1503864,1.5,2,4084,1.305556E-03,190
42446.323806713,1503879,4.6,2,4085,2.511111E-03,235
42446.3238599537,1503925,1.2,2,4086,1.188889E-03,148
42446.3238738426,1503937,4.4,2,4087,2.433333E-03,387
42446.3239247685,1503981,3.3,2,4088,2.005555E-03,430
42446.323962963,1504014,12.5,1,4088,4.861111E-03,537
42446.3241076389,1504139,1.9,2,4089,1.461111E-03,243
42446.3241296296,1504158,62.9,1,4089,2.446111E-02,1378
42446.3248576389,1504787,2.8,2,4090,1.811111E-03,232
42446.3248900463,1504815,128.4,1,4090,4.993333E-02,2823
42446.3263761574,1506099,.8,2,4091,1.033333E-03,156
42446.3263854167,1506107,571.7,1,4091,.2223278,9540
42446.3330023148,1511824,5.5,2,4092,2.861111E-03,551
42446.3330659722,1511879,47.4,1,4092,1.843333E-02,1211
42446.3336145833,1512353,.9,2,4093,1.072222E-03,121
42446.333625,1512362,112.6,1,4093,4.378889E-02,2015
42446.3349282407,1513488,4.1,2,4094,2.316667E-03,533
42446.3349756944,1513529,34.5,1,4094,1.341667E-02,2133
42446.335375,1513874,4.2,2,4095,2.355556E-03,358
42446.3354236111,1513916,39.6,1,4095,.0154,1129
42446.3358819444,1514312,5.7,2,4096,2.938889E-03,600
42446.3359479167,1514369,1.5,2,4097,1.305556E-03,237
42446.3359652778,1514384,3,2,4098,1.888889E-03,292
42446.336,1514414,42.7,1,4098,1.660556E-02,1055
42446.336494213,1514841,5.4,2,4099,2.822222E-03,356
42446.336556713,1514895,1,2,4100,1.111111E-03,257
42446.336568287,1514905,16.4,1,4100,6.377778E-03,390
42446.3367581019,1515069,3.5,2,4101,2.083333E-03,145
42446.3367986111,1515104,2,2,4102,.0015,302
42446.3368217593,1515124,1.3,2,4103,1.227778E-03,188
42446.3368368056,1515137,14,1,4103,5.444444E-03,612
42446.3369988426,1515277,1.3,2,4104,1.227778E-03,307
42446.3370138889,1515290,1.1,2,4105,.00115,225
42446.3370266204,1515301,1.2,2,4106,1.188889E-03,476
42446.3370405093,1515313,1.3,2,4107,1.227778E-03,425
42446.3370555556,1515326,1.3,2,4108,1.227778E-03,234
42446.3370706019,1515339,29.5,1,4108,1.147222E-02,651
42446.337412037,1515634,1.4,2,4109,1.266667E-03,258
42446.3374282407,1515648,1.3,2,4110,1.227778E-03,306
42446.337443287,1515661,1.1,2,4111,.00115,298
42446.3374560185,1515672,1.8,2,4112,1.422222E-03,258
42446.3374768519,1515690,1.3,2,4113,1.227778E-03,237
42446.3374918982,1515703,1.4,2,4114,1.266667E-03,297
42446.3375081019,1515717,2.6,2,4115,1.733333E-03,346
42446.3375381945,1515743,2.5,2,4116,1.694444E-03,318
42446.3375671296,1515768,2.1,2,4117,1.538889E-03,248
42446.3375914352,1515789,1.2,2,4118,1.188889E-03,266
42446.3376053241,1515801,1.3,2,4119,1.227778E-03,276
42446.3376203704,1515814,2.9,2,4120,.00185,368
42446.3376539352,1515843,269.9,1,4120,.1049611,4238
42446.3407777778,1518542,1.5,2,4121,1.305556E-03,240
42446.3407951389,1518557,32.6,1,4121,1.267778E-02,1255
42446.3411724537,1518883,1.8,2,4122,1.422222E-03,139
42446.341193287,1518901,1.1,2,4123,.00115,267
42446.3412060185,1518912,27.1,1,4123,1.053889E-02,1068
42446.3415196759,1519183,5.8,2,4124,2.977778E-03,228
42446.3415868056,1519241,7.6,1,4124,2.955555E-03,463
42446.3416747685,1519317,2.8,2,4125,1.811111E-03,146
42446.3417071759,1519345,4.2,2,4126,2.355556E-03,86
42446.341755787,1519387,149.9,1,4126,5.829444E-02,2743
42446.3434907407,1520886,1.4,2,4127,1.266667E-03,328
42446.3435069444,1520900,1.5,2,4128,1.305556E-03,184
42446.3435243056,1520915,1.7,2,4129,1.383333E-03,233
42446.3435439815,1520932,12.4,1,4129,4.822222E-03,654
42446.3436875,1521056,3.2,2,4130,1.966667E-03,162
42446.343724537,1521088,1.1,2,4131,.00115,115
42446.3437372685,1521099,9.8,1,4131,3.811111E-03,433
42446.3438506944,1521197,1.9,2,4132,1.461111E-03,189
42446.3438726852,1521216,47.2,1,4132,1.835556E-02,1026
42446.3444189815,1521688,.7,2,4133,9.944445E-04,135
42446.3444270833,1521695,149.3,1,4133,5.806111E-02,1388
42446.3461550926,1523188,2.2,2,4134,1.577778E-03,309
42446.3461805556,1523210,2,2,4135,.0015,300
42446.3462037037,1523230,1.5,2,4136,1.305556E-03,250
42446.3462210648,1523245,32.3,1,4136,1.256111E-02,956
42446.3465949074,1523568,5.3,2,4137,2.783333E-03,231
42446.34665625,1523621,97,1,4137,3.772222E-02,1813
42446.3477789352,1524591,3.3,2,4138,2.005555E-03,378
42446.3478171296,1524624,26.1,1,4138,.01015,1026
42446.348119213,1524885,1.9,2,4139,1.461111E-03,112
42446.3481412037,1524904,1.4,2,4140,1.266667E-03,201
42446.3481574074,1524918,269,1,4140,.1046111,4505
42446.3512708333,1527608,1.8,2,4141,1.422222E-03,338
42446.3512916667,1527626,1.1,2,4142,.00115,347
42446.3513043982,1527637,1,2,4143,1.111111E-03,237
42446.3513159722,1527647,12.9,1,4143,5.016666E-03,645
42446.3514652778,1527776,1.5,2,4144,1.305556E-03,196
42446.3514826389,1527791,1.3,2,4145,1.227778E-03,194
42446.3514976852,1527804,48,1,4145,1.866667E-02,1361
42446.3520532407,1528284,1.2,2,4146,1.188889E-03,237
42446.3520671296,1528296,1.7,2,4147,1.383333E-03,366
42446.3520868056,1528313,1.2,2,4148,1.188889E-03,287
42446.3521006944,1528325,1.2,2,4149,1.188889E-03,218
42446.3521145833,1528337,1.4,2,4150,1.266667E-03,274
42446.352130787,1528351,55.7,1,4150,2.166111E-02,1764
42446.352775463,1528908,5,2,4151,2.666667E-03,658
42446.3528333333,1528958,121.5,1,4151,.04725,2610
42446.3542395833,1530173,5.5,2,4152,2.861111E-03,479
42446.3543032407,1530228,1.3,2,4153,1.227778E-03,144
42446.354318287,1530241,5.4,2,4154,2.822222E-03,559
42446.354380787,1530295,44.1,1,4154,.01715,742
42446.3548912037,1530736,1.3,2,4155,1.227778E-03,32
42446.35490625,1530749,45.7,1,4155,1.777222E-02,355
42446.3554351852,1531206,3.2,2,4156,1.966667E-03,444
42446.3554722222,1531238,.7,2,4157,9.944445E-04,112
42446.3554803241,1531245,.9,2,4158,1.072222E-03,45
42446.3554907407,1531254,1.5,2,4159,1.305556E-03,208
42446.3555081019,1531269,2.4,2,4160,1.655556E-03,291
42446.3555358796,1531293,156.4,1,4160,6.082222E-02,2009
42446.3573460648,1532857,1.2,2,4161,1.188889E-03,80
42446.3573599537,1532869,1.4,2,4162,1.266667E-03,258
42446.3573761574,1532883,137.3,1,4162,5.339444E-02,1940
42446.3589652778,1534256,5.1,2,4163,2.705555E-03,335
42446.3590243056,1534307,114.2,1,4163,4.441111E-02,2013
42446.3603460648,1535449,1.3,2,4164,1.227778E-03,198
42446.3603611111,1535462,1.5,2,4165,1.305556E-03,222
42446.3603784722,1535477,1.2,2,4166,1.188889E-03,349
42446.3603923611,1535489,3.4,2,4167,2.044444E-03,479
42446.360431713,1535523,318.4,1,4167,.1238222,5461
42446.3641168981,1538707,4.9,2,4168,2.627778E-03,149
42446.3641736111,1538756,1.3,2,4169,1.227778E-03,166
42446.3641886574,1538769,4.8,2,4170,2.588889E-03,411
42446.364244213,1538817,140.6,1,4170,5.467778E-02,1867
42446.3658715278,1540223,4.2,2,4171,2.355556E-03,312
42446.3659201389,1540265,68.8,1,4171,2.675556E-02,773
42446.3667164352,1540953,1.4,2,4172,1.266667E-03,163
42446.3667326389,1540967,2.7,2,4173,1.772222E-03,144
42446.3667638889,1540994,409.2,1,4173,.1591333,6337
42446.3715,1545086,1.6,2,4174,1.344444E-03,153
42446.3715185185,1545102,4.3,2,4175,2.394445E-03,191
42446.371568287,1545145,93.1,1,4175,3.620555E-02,666
42446.3726458333,1546076,1.4,2,4176,1.266667E-03,395
42446.372662037,1546090,2.6,2,4177,1.733333E-03,432
42446.3726921296,1546116,16.5,1,4177,6.416667E-03,959
42446.3728831019,1546281,4.8,2,4178,2.588889E-03,554
42446.3729386574,1546329,1.3,2,4179,1.227778E-03,274
42446.3729537037,1546342,1.1,2,4180,.00115,189
42446.3729664352,1546353,1.2,2,4181,1.188889E-03,401
42446.3729803241,1546365,1.2,2,4182,1.188889E-03,390
42446.372994213,1546377,2,2,4183,.0015,188
42446.3730173611,1546397,1.6,2,4184,1.344444E-03,392
42446.3730358796,1546413,2.2,2,4185,1.577778E-03,526
42446.3730613426,1546435,3.6,2,4186,2.122222E-03,603
42446.3731030093,1546471,1.6,2,4187,1.344444E-03,401
42446.3731215278,1546487,1.5,2,4188,1.305556E-03,354
42446.3731388889,1546502,2.6,2,4189,1.733333E-03,313
42446.3731689815,1546528,1.5,2,4190,1.305556E-03,420
42446.3731863426,1546543,2,2,4191,.0015,432
42446.3732094907,1546563,13.5,1,4191,.00525,2062
42446.3733657407,1546698,5.9,2,4192,3.016667E-03,319
42446.3734340278,1546757,1.5,2,4193,1.305556E-03,117
42446.3734513889,1546772,2.4,2,4194,1.655556E-03,236
42446.3734791667,1546796,1.1,2,4195,.00115,400
42446.3734918982,1546807,3,2,4196,1.888889E-03,383
42446.3735266204,1546837,6.4,1,4196,2.488889E-03,396
42446.3736006944,1546901,5.8,2,4197,2.977778E-03,439
42446.3736678241,1546959,4.5,2,4198,2.472222E-03,652
42446.3737199074,1547004,.8,2,4199,1.033333E-03,272
42446.3737291667,1547012,19.5,1,4199,7.583333E-03,707
42446.3739548611,1547207,.9,2,4200,1.072222E-03,100
42446.3739652778,1547216,5.7,2,4201,2.938889E-03,570
42446.37403125,1547273,8.6,1,4201,3.344445E-03,1111
42446.374130787,1547359,61.6,0,4201,2.138889E-02,129
42446.37484375,1547975,11,1,4201,4.277778E-03,1133
42446.3749710648,1548085,1.2,2,4202,1.188889E-03,365
42446.3749849537,1548097,1.5,2,4203,1.305556E-03,258
42446.3750023148,1548112,.7,1,4203,2.722222E-04,209
42446.3750104167,1548119,20.2,0,4203,7.013889E-03,129
42446.375244213,1548321,1.3,1,4203,5.055555E-04,121
42446.3752592593,1548334,1.5,2,4204,1.305556E-03,125
42446.3752766204,1548349,.8,2,4205,1.033333E-03,308
42446.3752858796,1548357,1.3,2,4206,1.227778E-03,328
42446.3753009259,1548370,.8,2,4207,1.033333E-03,111
42446.3753101852,1548378,.7,2,4208,9.944445E-04,293
42446.375318287,1548385,.9,2,4209,1.072222E-03,128
42446.3753287037,1548394,1.3,2,4210,1.227778E-03,393
42446.37534375,1548407,2.9,2,4211,.00185,638
42446.3753773148,1548436,1.5,2,4212,1.305556E-03,580
42446.3753946759,1548451,1.4,2,4213,1.266667E-03,627
42446.3754108796,1548465,4.2,2,4214,2.355556E-03,710
42446.3754594907,1548507,2.5,2,4215,1.694444E-03,583
42446.3754884259,1548532,1.2,2,4216,1.188889E-03,267
42446.3755023148,1548544,1.2,2,4217,1.188889E-03,309
42446.3755162037,1548556,1.4,2,4218,1.266667E-03,385
42446.3755324074,1548570,1.3,2,4219,1.227778E-03,391
42446.3755474537,1548583,1.3,2,4220,1.227778E-03,224
42446.3755625,1548596,3.4,2,4221,2.044444E-03,571
42446.3756018519,1548630,1.2,2,4222,1.188889E-03,221
42446.3756157407,1548642,4,2,4223,2.277778E-03,248
42446.375662037,1548682,1.2,2,4224,1.188889E-03,136
42446.3756759259,1548694,53.1,1,4224,.02065,1838
42446.3762905093,1549225,4.1,2,4225,2.316667E-03,243
42446.376337963,1549266,.7,2,4226,9.944445E-04,168
42446.3763460648,1549273,6.3,1,4226,.00245,277
42446.3764189815,1549336,34.5,0,4226,1.197917E-02,1122
42446.376818287,1549681,48.8,1,4226,1.897778E-02,2149
42446.3773831019,1550169,1.3,2,4227,1.227778E-03,220
42446.3773981482,1550182,207.4,1,4227,8.065555E-02,4470
42446.3797986111,1552256,1.2,2,4228,1.188889E-03,174
42446.3798125,1552268,27.6,1,4228,1.073333E-02,1037
42446.3801319444,1552544,.9,2,4229,1.072222E-03,162
42446.3801423611,1552553,33.2,1,4229,1.291111E-02,979
42446.3805266204,1552885,4.2,2,4230,2.355556E-03,248
42446.3805752315,1552927,56.2,1,4230,2.185556E-02,2339
42446.3812256944,1553489,.7,2,4231,9.944445E-04,158
42446.3812337963,1553496,56.9,1,4231,2.212778E-02,988
42446.3818923611,1554065,.8,2,4232,1.033333E-03,317
42446.3819016204,1554073,42,1,4232,1.633333E-02,1734
42446.3823877315,1554493,1.3,2,4233,1.227778E-03,247
42446.3824027778,1554506,2.5,2,4234,1.694444E-03,347
42446.382431713,1554531,3.7,2,4235,2.161111E-03,176
42446.382474537,1554568,2.5,2,4236,1.694444E-03,477
42446.3825034722,1554593,35.7,1,4236,1.388333E-02,1159
42446.3829166667,1554950,4.9,2,4237,2.627778E-03,449
42446.3829733796,1554999,11.7,1,4237,.00455,411
42446.3831087963,1555116,1.5,2,4238,1.305556E-03,224
42446.3831261574,1555131,35.4,1,4238,1.376667E-02,1024
42446.3835358796,1555485,1.3,2,4239,1.227778E-03,223
42446.3835509259,1555498,4,2,4240,2.277778E-03,519
42446.3835972222,1555538,2.3,2,4241,1.616667E-03,259
42446.3836238426,1555561,1.3,2,4242,1.227778E-03,252
42446.3836388889,1555574,1.4,2,4243,1.266667E-03,271
42446.3836550926,1555588,1.3,2,4244,1.227778E-03,308
42446.3836701389,1555601,1.2,2,4245,1.188889E-03,295
42446.3836840278,1555613,2.5,2,4246,1.694444E-03,214
42446.383712963,1555638,2.8,2,4247,1.811111E-03,176
42446.3837453704,1555666,5,2,4248,2.666667E-03,410
42446.3838032407,1555716,13.9,1,4248,5.405555E-03,921
42446.3839641204,1555855,1.5,2,4249,1.305556E-03,187
42446.3839814815,1555870,2.6,2,4250,1.733333E-03,369
42446.3840115741,1555896,6.6,1,4250,2.566667E-03,410
42446.384087963,1555962,1.3,2,4251,1.227778E-03,319
42446.3841030093,1555975,1.2,2,4252,1.188889E-03,208
42446.3841168982,1555987,1.6,2,4253,1.344444E-03,207
42446.3841354167,1556003,4,2,4254,2.277778E-03,247
42446.384181713,1556043,6.5,1,4254,2.527778E-03,246
42446.3842569444,1556108,3.7,2,4255,2.161111E-03,394
42446.3842997685,1556145,1.9,2,4256,1.461111E-03,260
42446.3843217593,1556164,7,1,4256,2.722222E-03,690
42446.3844027778,1556234,2,2,4257,.0015,202
42446.3844259259,1556254,1.5,2,4258,1.305556E-03,120
42446.384443287,1556269,2.1,2,4259,1.538889E-03,178
42446.3844675926,1556290,8.5,1,4259,3.305556E-03,642
42446.3845659722,1556375,1.6,2,4260,1.344444E-03,184
42446.3845844907,1556391,3.6,2,4261,2.122222E-03,526
42446.3846261574,1556427,9.3,1,4261,3.616667E-03,496
42446.3847337963,1556520,5,2,4262,2.666667E-03,251
42446.3847916667,1556570,3.2,2,4263,1.966667E-03,253
42446.3848287037,1556602,4.5,2,4264,2.472222E-03,590
42446.384880787,1556647,1.8,2,4265,1.422222E-03,152
42446.3849016204,1556665,42.6,1,4265,1.656667E-02,978
42446.3853946759,1557091,1.6,2,4266,1.344444E-03,155
42446.3854131944,1557107,1.5,2,4267,1.305556E-03,175
42446.3854305556,1557122,3.4,2,4268,2.044444E-03,222
42446.3854699074,1557156,1.4,2,4269,1.266667E-03,307
42446.3854861111,1557170,1.3,2,4270,1.227778E-03,254
42446.3855011574,1557183,7.3,1,4270,2.838889E-03,444
42446.3855856482,1557256,1.4,2,4271,1.266667E-03,285
42446.3856018519,1557270,3.1,2,4272,1.927778E-03,417
42446.3856377315,1557301,3,2,4273,1.888889E-03,113
42446.3856724537,1557331,2.9,2,4274,.00185,377
42446.3857060185,1557360,43.6,1,4274,1.695555E-02,1501
42446.3862106481,1557796,2.5,2,4275,1.694444E-03,212
42446.3862395833,1557821,12.8,1,4275,4.977778E-03,993
42446.3863877315,1557949,2.9,2,4276,.00185,583
42446.3864212963,1557978,1.5,2,4277,1.305556E-03,297
42446.3864386574,1557993,3.2,2,4278,1.966667E-03,727
42446.3864756944,1558025,3.5,2,4279,2.083333E-03,329
42446.3865162037,1558060,3.3,2,4280,2.005555E-03,144
42446.3865543982,1558093,16.8,1,4280,6.533333E-03,377
42446.3867488426,1558261,3.8,2,4281,.0022,316
42446.3867928241,1558299,22.9,1,4281,8.905555E-03,1302
42446.3870578704,1558528,5.3,2,4282,2.783333E-03,410
42446.387119213,1558581,5,2,4283,2.666667E-03,63
42446.3871770833,1558631,1.8,2,4284,1.422222E-03,289
42446.3871979167,1558649,1.2,2,4285,1.188889E-03,275
42446.3872118056,1558661,41.1,1,4285,1.598333E-02,845
42446.3876875,1559072,1.4,2,4286,1.266667E-03,200
42446.3877037037,1559086,1.3,2,4287,1.227778E-03,203
42446.38771875,1559099,1.2,2,4288,1.188889E-03,381
42446.3877326389,1559111,1.2,2,4289,1.188889E-03,338
42446.3877465278,1559123,1.3,2,4290,1.227778E-03,455
42446.3877615741,1559136,1.1,2,4291,.00115,246
42446.3877743056,1559147,1.2,2,4292,1.188889E-03,349
42446.3877881944,1559159,6.8,1,4292,2.644445E-03,552
42446.3878668981,1559227,1.4,2,4293,1.266667E-03,199
42446.3878831019,1559241,1.3,2,4294,1.227778E-03,290
42446.3878981481,1559254,1.4,2,4295,1.266667E-03,351
42446.3879143519,1559268,1.4,2,4296,1.266667E-03,179
42446.3879305556,1559282,1.4,2,4297,1.266667E-03,173
42446.3879467593,1559296,1.5,2,4298,1.305556E-03,154
42446.3879641204,1559311,1.8,2,4299,1.422222E-03,229
42446.3879849537,1559329,1.5,2,4300,1.305556E-03,202
42446.3880023148,1559344,1.6,2,4301,1.344444E-03,214
42446.3880208333,1559360,42.2,1,4301,1.641111E-02,891
42446.3885092593,1559782,2.2,2,4302,1.577778E-03,191
42446.3885347222,1559804,36,1,4302,.014,877
42446.3889513889,1560164,2.8,2,4303,1.811111E-03,297
42446.3889837963,1560192,94.8,1,4303,3.686667E-02,2010
42446.3900810185,1561140,1,2,4304,1.111111E-03,356
42446.3900925926,1561150,1.3,2,4305,1.227778E-03,373
42446.3901076389,1561163,1.2,2,4306,1.188889E-03,368
42446.3901215278,1561175,4.4,2,4307,2.433333E-03,666
42446.3901724537,1561219,1.3,2,4308,1.227778E-03,381
42446.3901875,1561232,1.5,2,4309,1.305556E-03,362
42446.3902048611,1561247,1.3,2,4310,1.227778E-03,207
42446.3902199074,1561260,82.1,1,4310,3.192778E-02,973
42446.3911701389,1562081,1.3,2,4311,1.227778E-03,301
42446.3911851852,1562094,1.3,2,4312,1.227778E-03,359
42446.3912002315,1562107,1,2,4313,1.111111E-03,230
42446.3912118056,1562117,1.9,2,4314,1.461111E-03,697
42446.3912337963,1562136,2,2,4315,.0015,168
42446.3912569444,1562156,1.1,2,4316,.00115,228
42446.3912696759,1562167,1.1,2,4317,.00115,285
42446.3912824074,1562178,4.5,2,4318,2.472222E-03,735
42446.3913344907,1562223,1.5,2,4319,1.305556E-03,172
42446.3913518519,1562238,1.7,2,4320,1.383333E-03,297
42446.3913715278,1562255,1.3,2,4321,1.227778E-03,250
42446.3913865741,1562268,1.2,2,4322,1.188889E-03,273
42446.391400463,1562280,3.3,2,4323,2.005555E-03,288
42446.3914386574,1562313,29.6,1,4323,1.151111E-02,362
42446.39178125,1562609,3.1,2,4324,1.927778E-03,305
42446.3918171296,1562640,7.6,1,4324,2.955555E-03,586
42446.3919050926,1562716,5.5,2,4325,2.861111E-03,376
42446.39196875,1562771,1.7,2,4326,1.383333E-03,164
42446.3919884259,1562788,3,2,4327,1.888889E-03,425
42446.3920231482,1562818,1.1,1,4327,4.277778E-04,215
42446.3920358796,1562829,169.7,0,4327,5.892361E-02,99
42446.394,1564526,187.2,1,4327,.0728,3801
42446.3961666667,1566398,1.4,2,4328,1.266667E-03,188
42446.3961828704,1566412,1.4,2,4329,1.266667E-03,222
42446.3961990741,1566426,1.2,2,4330,1.188889E-03,242
42446.396212963,1566438,5.5,2,4331,2.861111E-03,481
42446.3962766204,1566493,3,2,4332,1.888889E-03,432
42446.3963113426,1566523,1.3,2,4333,1.227778E-03,271
42446.3963263889,1566536,106,1,4333,4.122222E-02,2682
42446.3975532407,1567596,1.8,2,4334,1.422222E-03,98
42446.3975740741,1567614,53.2,1,4334,2.068889E-02,1552
42446.3981898148,1568146,3.6,2,4335,2.122222E-03,155
42446.3982314815,1568182,1.2,2,4336,1.188889E-03,423
42446.3982453704,1568194,2.6,2,4337,1.733333E-03,604
42446.398275463,1568220,1.7,2,4338,1.383333E-03,237
42446.3982951389,1568237,1.7,2,4339,1.383333E-03,195
42446.3983148148,1568254,1.4,2,4340,1.266667E-03,141
42446.3983310185,1568268,1.7,2,4341,1.383333E-03,215
42446.3983506945,1568285,4.2,2,4342,2.355556E-03,361
42446.3983993056,1568327,44.9,1,4342,1.746111E-02,517
42446.3989189815,1568776,2,2,4343,.0015,158
